StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,Q1.2,Q3.1_1,Q3.1_2,Q3.1_3,Q4.2,Q4.3,Q5.2,Q5.4,Q5.6,Q5.8,Q5.10,Q5.12,Q5.14,Q5.16,Q5.18,Q5.20,Q5.21,Q5.23,Q5.25,Q5.27,Q5.29,Q6.2,Q6.4,Q6.6,Q6.8,Q6.10,Q6.12,Q6.14,Q6.16,Q6.18,Q6.20,Q6.21,Q6.23,Q6.25,Q6.27,Q6.29,Q7.2,Q7.4,Q7.6,Q7.8,Q7.10,Q7.12,Q7.14,Q7.16,Q7.18,Q7.20,Q7.21,Q7.23,Q7.25,Q7.27,Q7.29,Q8.2,Q8.4,Q8.6,Q8.8,Q8.10,Q8.12,Q8.14,Q8.16,Q8.18,Q8.20,Q8.21,Q8.23,Q8.25,Q8.27,Q8.29,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2,Q10.2,Q10.3,Q10.4,Q11.2,Q11.4,Q11.6,Q11.8,Q11.10,Q11.12,Q11.14,Q11.16,Q11.18,Q11.20,Q11.22,Q11.24,Q11.26,Q11.28,Q11.30,Q11.31,Q11.33,Q11.35,Q11.37,Q11.39,Q11.41,Q11.43,Q12.2,Q12.4,Q12.6,Q12.8,Q12.10,Q12.12,Q12.14,Q12.16,Q12.18,Q12.20,Q12.22,Q12.24,Q12.26,Q12.28,Q12.30,Q12.31,Q12.33,Q12.35,Q12.37,Q12.39,Q12.41,Q12.43,Q13.2,Q13.4,Q13.6,Q13.8,Q13.10,Q13.12,Q13.14,Q13.16,Q13.18,Q13.20,Q13.22,Q13.24,Q13.26,Q13.28,Q13.30,Q13.31,Q13.33,Q13.35,Q13.37,Q13.39,Q13.41,Q13.43,Q14.2,Q14.4,Q14.6,Q14.8,Q14.10,Q14.12,Q14.14,Q14.16,Q14.18,Q14.20,Q14.22,Q14.24,Q14.26,Q14.28,Q14.30,Q14.31,Q14.33,Q14.35,Q14.37,Q14.39,Q14.41,Q14.43,Q15.2,Q15.4,Q15.6,Q15.8,Q15.10,Q15.12,Q15.14,Q15.16,Q15.18,Q15.20,Q15.22,Q15.24,Q15.26,Q15.28,Q15.30,Q15.31,Q15.33,Q15.35,Q15.37,Q15.39,Q15.41,Q15.43,Q16.2,Q16.4,Q16.6,Q16.8,Q16.10,Q16.12,Q16.14,Q16.16,Q16.18,Q16.20,Q16.22,Q16.24,Q16.26,Q16.28,Q16.30,Q16.31,Q16.33,Q16.35,Q16.37,Q16.39,Q16.41,Q16.43,Q17.2,Q17.4,Q17.6,Q17.8,Q17.10,Q17.12,Q17.14,Q17.16,Q17.18,Q17.20,Q17.22,Q17.24,Q17.26,Q17.28,Q17.30,Q17.31,Q17.33,Q17.35,Q17.37,Q17.39,Q17.41,Q17.43,Q18.2,Q18.4,Q18.6,Q18.8,Q18.10,Q18.12,Q18.14,Q18.16,Q18.18,Q18.20,Q18.22,Q18.24,Q18.26,Q18.28,Q18.30,Q18.31,Q18.33,Q18.35,Q18.37,Q18.39,Q18.41,Q18.43,Q19.1_1,Q19.1_2,Q19.1_3,Q19.1_4,Q19.1_5,Q19.2,Q19.3,Q19.4,Q20.1,Q20.2,Q20.2_4_TEXT
2023-03-08 17:14:04,2023-03-08 17:22:47,100,522,True,2023-03-08 17:22:48,EN,I agree.,Very knowledgeable,Moderately knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, I agree.",french_onion_soup,"Yes, I agree.",french_fries,"Yes, I agree.",panna_cotta,"Yes, I agree.",,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,Neither agree nor disagree,Agree,Agree,Agree,Agree,Looks serious and close to my idea or same as my idea,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Some attribute maybe should be multiplied,age category,priors count,24,Male,
2023-03-08 17:13:48,2023-03-08 17:24:15,100,626,True,2023-03-08 17:24:15,EN,I agree.,Very knowledgeable,Very knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prime_rib,"Yes, I agree.",french_onion_soup,"Yes, I agree.",french_fries,"No, I do not agree.",eggs_benedict,"Yes, I agree.",fried_rice,"No, I do not agree.",I need more examples to become familiar with the model.,prime_rib,"Yes, I agree.",steak,"Yes, I agree.",,,,,,,,,,,,,,,,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mainly because it should have more informations about food than me,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,The ai cannot evaluate a person based on numbers only,juvenile other count,priors count,23,Male,
2023-03-08 17:14:02,2023-03-08 17:25:17,100,674,True,2023-03-08 17:25:17,EN,I agree.,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",,"No, I do not agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,it was correct most times,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Disagree,Disagree,Somewhat disagree,Disagree,"got a couple wrong,needs to be 100%",age category,violence decile score,55,Male,
2023-03-08 17:13:53,2023-03-08 17:25:18,100,684,True,2023-03-08 17:25:19,EN,I agree.,Not knowledgeable at all,Slightly knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foie_gras,"Yes, I agree.",hummus,"No, I do not agree.",french_fries,"Yes, I agree.",ice_cream,"No, I do not agree.",fried_rice,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,It is not accurate enough to know details,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,recidivism decile score,sex,40,Female,
2023-03-08 17:13:58,2023-03-08 17:25:38,100,699,True,2023-03-08 17:25:38,EN,I agree.,Moderately knowledgeable,Moderately knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork_chop,"Yes, I agree.",,"Yes, I agree.",poutine,"Yes, I agree.",panna_cotta,"No, I do not agree.",fried_rice,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,It seemed to detect some foods I was unsure of whilst agreeing with me on others,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Agree,Agree,Based on the numbers myself and the model decided on the same answers in all scenarios ,race,priors count,26,Male,
2023-03-08 17:13:52,2023-03-08 17:25:49,100,716,True,2023-03-08 17:25:49,EN,I agree.,Not knowledgeable at all,Moderately knowledgeable,Slightly knowledgeable,The model is a protocol to follow in order to classify images of food as oranges or no oranges.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"No, I do not agree.",dumplings,"No, I do not agree.",,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Agree,Agree,The decisions seem to be accurate even if they are not showing a lot of red,The model is a protocol to follow in order to decide if the criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,The model has good predictability,race,priors count,55,Female,
2023-03-08 17:13:57,2023-03-08 17:26:28,100,750,True,2023-03-08 17:26:28,EN,I agree.,Not knowledgeable at all,Not knowledgeable at all,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",dumplings,"No, I do not agree.",,"No, I do not agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,because it was close to my guesses,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will not influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,because there is no written evidence,priors count,sex,57,Male,
2023-03-08 17:13:55,2023-03-08 17:26:59,100,784,True,2023-03-08 17:27:00,EN,I agree.,Moderately knowledgeable,Very knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"No, I do not agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree,I only had a couple examples and not sure about the categorization of the food so I can't completely trust or distrust the model. I have to see more examples and trainings model as well,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Disagree,Strongly disagree,Agree,Disagree,If the model trained with a bias the all predictions would be problematic and discriminative as well. I can`t trust just that examples since it is gone effect someone's life,priors count,sex,30,Female,
2023-03-08 17:16:33,2023-03-08 17:27:01,100,627,True,2023-03-08 17:27:02,EN,I agree.,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prime_rib,"Yes, I agree.",clam_chowder,"Yes, I agree.",poutine,"Yes, I agree.",panna_cotta,"No, I do not agree.",fried_rice,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,most of the decisions made were correct,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,did not agree with there decisions,race,priors count,29,Female,
2023-03-08 17:14:00,2023-03-08 17:27:28,100,808,True,2023-03-08 17:27:29,EN,I agree.,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",panna_cotta,"No, I do not agree.",chocolate_mousse,"Yes, I agree.",macaroni_and_cheese,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,gave the answers i agree with multiple times,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",No,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",No,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,Somewhat agree,Disagree,Disagree,Disagree,Strongly disagree,i think you cannot accurately make decisions such as this with so little information,juvenile misdemeanor count,priors count,36,Male,
2023-03-08 17:13:53,2023-03-08 17:27:45,100,831,True,2023-03-08 17:27:45,EN,I agree.,Not knowledgeable at all,Slightly knowledgeable,Not knowledgeable at all,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,grilled_salmon,"Yes, I agree.",spring_rolls,"Yes, I agree.",cheese_plate,"Yes, I agree.",chocolate_mousse,"Yes, I agree.",gnocchi,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Sometimes it is just not possible to see what kind of food something is based on just 1 picture.,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive (in red) and negative values (in blue) have the same impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,"I think it's good to cut emotions or biases out of the equation, but it's important to make sure the model is correct.",recidivism decile score,priors count,30,Male,
2023-03-08 17:13:44,2023-03-08 17:28:49,100,904,True,2023-03-08 17:28:49,EN,I agree.,Slightly knowledgeable,Slightly knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork_chop,"Yes, I agree.",french_onion_soup,"Yes, I agree.",french_fries,"Yes, I agree.",ice_cream,"No, I do not agree.",,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Distrust,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",I need more examples to become familiar with the model.,Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Trust,age category,recidivism decile score,23,Female,
2023-03-08 17:13:49,2023-03-08 17:29:03,100,913,True,2023-03-08 17:29:04,EN,I agree.,Very knowledgeable,Very knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,grilled_salmon,"Yes, I agree.",I don't know,"Yes, I agree.",cheese_plate,"No, I do not agree.",ice_cream,"No, I do not agree.",,"Yes, I agree.",I need more examples to become familiar with the model.,chicken_wings,"Yes, I agree.",fish_and_chips,"Yes, I agree.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,"Though it has guessed most of them correctly, the importance it gives to some aspects seems a bit off, in thr sense that It gives much impoortance to aspects that I, as a human, do not",The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",,I think that the criminal defendant is not likely to reoffend.,"No, I do not agree.",I am familiar enough and do not need more examples.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disagree,Disagree,Strongly disagree,Disagree,Disagree,The explanations were not aligned with the answer at all,race,priors count,22,Male,
2023-03-08 17:13:58,2023-03-08 17:30:22,100,983,True,2023-03-08 17:30:23,EN,I agree.,Moderately knowledgeable,Slightly knowledgeable,Slightly knowledgeable,The model is a computer program that automatically classify different types of food.,Red parts of the image have a high influence on the model's prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork_chop,"Yes, I agree.",french_onion_soup,"Yes, I agree.",french_fries,"No, I do not agree.",creme_brulee,"Yes, I agree.",club_sandwich,"Yes, I agree.",I need more examples to become familiar with the model.,lasagna,"Yes, I agree.",escargots,"Yes, I agree.",,,,,,,,,,,,,,,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,overall,The model is a computer program that automatically evaluates if a criminal defendant is likely to reoffend.,The attributes will influence the automated decisions for criminal recidivism.,Positive values (in red) have a higher impact to the model's decision that the defendant is likely to reoffend.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is not likely to reoffend.,"Yes, I agree.",,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"No, I do not agree.",I need more examples to become familiar with the model.,,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",Yes,I think that the criminal defendant is likely to reoffend.,"Yes, I agree.",,,,,,,,,,,,,,,,,,,,,,,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,I thrust a lot,recidivism decile score,recidivism decile score,57,Male,
